x,y,z,qx,qy,qz,qw
-0.44,-0.0413,1.2043,0.9619454159497827,0.0,0.0,-0.27324168191035514
-0.44,0.15990000000000001,1.269,0.9994138882526921,0.0,0.0,-0.03423273240095908
-0.44,0.1012,1.261,0.9948444244647998,0.0,0.0,-0.10141287448495492
-0.44,0.0471,1.2462,0.9863606394161942,0.0,0.0,-0.1645985692844155
-0.44,-0.0005999999999999894,1.2266,0.9750215840545003,0.0,0.0,-0.2221101317541661
-0.44,-0.10499999999999998,1.1564,0.9332413302049095,0.0,0.0,-0.3592500794674523
-0.44,-0.16959999999999997,1.0836,0.8877912820973453,0.0,0.0,-0.46024628127987316
-0.44,-0.22099999999999997,0.987,0.8236671343329631,0.0,0.0,-0.5670735858949213
-0.44,-0.2471,0.8806999999999999,0.7467230579493401,0.0,0.0,-0.6651350800602738
-0.4099,-0.249,0.83,0.7067001126435577,0.024196970368333258,-0.024198498378560564,-0.7066851421183268
-0.40800000000000003,-0.2364,0.9336,0.7854234026006222,0.02899086666277537,-0.023480720429795175,-0.6178335245561704
-0.40800000000000003,-0.19690000000000002,1.0371,0.8568749010768891,0.03314185463605283,-0.022547046091946337,-0.5139636680625215
-0.4099,-0.1372,1.1226,0.911728835210722,0.0357678238962504,-0.02148346670359569,-0.408668147128477
-0.4128,-0.07190000000000002,1.1824999999999999,0.9482809444767067,0.03673304973453164,-0.020402897440744715,-0.3146389282583895
-0.3779,-0.24269999999999997,0.8802,0.7444711690866626,0.05296259167923226,-0.04754985234964035,-0.6638498729553877
-0.376,-0.2167,0.9853,0.8201312175695555,0.061964163254384814,-0.04581864478918466,-0.566961974236143
-0.3779,-0.16599999999999998,1.081,0.8834481080574497,0.06890559052569044,-0.043886507231764446,-0.46135174698597925
-0.38280000000000003,-0.10249999999999998,1.1537,0.9287528817960667,0.07251152958408244,-0.041783070735595736,-0.3611292533605969
-0.39590000000000003,-0.027900000000000008,1.2097,0.9629692150116871,0.06454456985247904,-0.03465008649806455,-0.2594680345399218
-0.3512,-0.241,0.83,0.7034555964186874,0.07171735847089578,-0.07171521921091539,-0.7034655440707217
-0.346,-0.2277,0.9314,0.7797096173568485,0.0854294695575078,-0.06944921488852535,-0.6163858571412285
-0.346,-0.189,1.0329,0.8491457224070095,0.09745177629515209,-0.06669914101276586,-0.514787255089864
-0.39339999999999997,0.017100000000000004,1.2319,0.9753025058468837,0.07413288490395614,-0.0387539868903888,-0.20441982771909756
-0.3512,-0.13119999999999998,1.1173,0.9029925199706849,0.1053405645677952,-0.06372857166141908,-0.4116388507994909
-0.3194,-0.2303,0.8787999999999999,0.7380826776842053,0.10346403621312392,-0.09313685129832741,-0.6601929119910604
-0.3645,-0.05840000000000001,1.1853,0.9449661750276267,0.10366268765209763,-0.05733622245716917,-0.3049680849478231
-0.3159,-0.20429999999999998,0.9805999999999999,0.8103218396003307,0.12056230276399817,-0.08980227042790659,-0.5663733747670093
-0.29710000000000003,-0.2262,0.83,0.6974607253308958,0.11638683190201554,-0.11640001972174152,-0.6974623125226846
-0.3194,-0.1558,1.0739,0.8713529025832149,0.1337256532344003,-0.08603782643478962,-0.4641756792952605
-0.2893,-0.2117,0.9275,0.7692998903267971,0.1377357698089443,-0.11275569582649177,-0.6135900011546789
-0.33089999999999997,-0.08839999999999998,1.1528,0.9204756595519228,0.13976957954137761,-0.08063210388076815,-0.3559318595335913
-0.3912,0.0694,1.2503,0.985035617357594,0.08572466283566535,-0.04385695285149079,-0.14294293408642844
-0.2893,-0.1744,1.0251,0.8350142750479493,0.15643152787211248,-0.1083800093040598,-0.5162694172009379
-0.2671,-0.21189999999999998,0.8765999999999999,0.7283916307490601,0.14960170902908765,-0.13526979671413175,-0.6548030566568994
-0.34750000000000003,-0.010000000000000009,1.2107999999999999,0.9558767600286152,0.1381171562615432,-0.07405923571166191,-0.24847233324703627
-0.29669999999999996,-0.11580000000000001,1.1120999999999999,0.8895609388693427,0.1709409657748023,-0.10415005416762341,-0.4106254844438573
-0.26239999999999997,-0.1861,0.9737,0.7957912332314315,0.17317282990869579,-0.1305400662461272,-0.5654085029408985
-0.2494,-0.2066,0.83,0.689436433524003,0.15708402829779525,-0.1570693549046208,-0.6894426951772619
-0.24,-0.19080000000000003,0.9225,0.7557781860635724,0.18417886498966138,-0.15217240671537957,-0.6096892961140331
-0.2639,-0.1382,1.0642,0.8531649381786972,0.19560823724502904,-0.1276370820230225,-0.46642875241249915
-0.3123,-0.039599999999999996,1.1829,0.932429509051928,0.17787601787522464,-0.09868034675093498,-0.2986595420862166
-0.2221,-0.18969999999999998,0.8741,0.716806064788203,0.1905208642289178,-0.17318609303134722,-0.6479949405333766
-0.2346,-0.15410000000000001,1.0117,0.813073815566743,0.21300098624113198,-0.15074356876568712,-0.5204016975143602
-0.2087,-0.18430000000000002,0.83,0.6802015406565547,0.19321443233541405,-0.1932076600189109,-0.6801947128108025
-0.27590000000000003,-0.06819999999999998,1.1463,0.9024509841940531,0.21206415327859876,-0.12339173875961844,-0.3540981429311568
-0.3425,0.0393,1.2317,0.9649538114279257,0.15927245152174843,-0.08326299646228826,-0.1912163732976138
-0.2104,-0.1629,0.9577,0.7714989770033434,0.22343767097433645,-0.1731590817474909,-0.5699832173676035
-0.1916,-0.1653,0.9055,0.7305487524546763,0.22818944729244278,-0.19475311426034217,-0.6134324094121402
-0.2404,-0.0933,1.1011,0.8665389387719457,0.2391119874179343,-0.14796276157252136,-0.412362396749351
-0.17809999999999998,-0.16249999999999998,0.8572,0.6918356436899818,0.2286198803207858,-0.21532454252350094,-0.650178232355731
-0.2084,-0.11309999999999998,1.0493,0.826363701691649,0.25757046080767176,-0.17187562535013914,-0.4703607760605657
-0.3898,0.1279,1.2627,0.9909001682386303,0.0990771226651742,-0.04994976326510721,-0.07619449782500141
-0.2963,0.012399999999999994,1.2061,0.937931531806731,0.21823517443647153,-0.11765853177584383,-0.24251663897909131
-0.18180000000000002,-0.12630000000000002,0.9941,0.7840944382689681,0.2676763450097785,-0.19496079438793049,-0.5249148262808974
-0.16160000000000002,-0.13279999999999997,0.9390999999999999,0.7420443403019404,0.2708260312551714,-0.21701486868362718,-0.5735224534319987
-0.2583,-0.015399999999999997,1.1741,0.9086263801937707,0.25577116241572195,-0.1435436903163642,-0.2972783588874829
-0.14750000000000002,-0.13369999999999999,0.8872,0.7019250005050687,0.26884563458960936,-0.23790832228971748,-0.6151609127808442
-0.14500000000000002,-0.13640000000000002,0.83,0.6599068114585707,0.2540143045427244,-0.2540220417185022,-0.6599034289950478
-0.2207,-0.0416,1.1331,0.8735425834609419,0.28522110984964144,-0.16889218457424748,-0.3564375167771489
-0.186,-0.064,1.084,0.8339622697346525,0.3052761100002651,-0.19351256509202333,-0.4169728006400874
-0.1567,-0.0811,1.0295999999999998,0.7919888066246559,0.3155490917810082,-0.21706580943412274,-0.475462864198818
-0.3386,0.096,1.2477,0.9699136538071541,0.18420547981697286,-0.09448464159228832,-0.12809565904835088
-0.13419999999999999,-0.09210000000000002,0.9732999999999999,0.7497109097232045,0.317451364415613,-0.23948351057919987,-0.528966758155305
-0.11880000000000002,-0.0973,0.9188,0.7091178814296717,0.3131495009585966,-0.2605738024943455,-0.5754915409801554
-0.11280000000000001,-0.10260000000000002,0.8601,0.6673472728041807,0.29808893800350267,-0.2789842378487063,-0.6228630648487217
-0.2894,0.0659,1.2243,0.94076458478339,0.25117820431381693,-0.1324630101850464,-0.18527022596126544
-0.2449,0.0393,1.1944,0.9078487370523027,0.299895999119652,-0.16402283268825377,-0.2428365102316486
-0.2058,0.013899999999999996,1.1582,0.8733554880728468,0.3320019137650627,-0.19015114856790874,-0.3014423019545875
-0.1689,-0.009599999999999997,1.1133,0.8347261346181626,0.35379147862148136,-0.21523205634861703,-0.36295871908550825
-0.13690000000000002,-0.029299999999999993,1.0615999999999999,0.7937230378422798,0.36492211604105285,-0.2390690892585123,-0.4238886162468256
-0.11180000000000001,-0.04419999999999999,1.0061,0.7523217355214791,0.36626409538200794,-0.2615513979960579,-0.48109612854631945
-0.0942,-0.0539,0.9506,0.7122680452089736,0.36014725832197353,-0.28266880267260347,-0.5320399722699319
-0.08040000000000003,-0.06359999999999999,0.83,0.6277544292149785,0.32544624725907534,-0.3254540970844569,-0.6277648822902587
-0.08400000000000002,-0.061,0.8921,0.6714841532953612,0.3459449293624628,-0.3031578699491654,-0.5809702605207063
-0.0756,-0.005099999999999993,0.9806999999999999,0.7106322622803797,0.4077657860806998,-0.30372075502413054,-0.48629471976963806
-0.061,-0.012899999999999995,0.9239999999999999,0.6710601211490802,0.39558688770325967,-0.3259391613521739,-0.5356799335215685
-0.05309999999999998,-0.017100000000000004,0.862,0.628589726479607,0.3758088270866268,-0.3503502935757012,-0.5838641563236151
-0.09589999999999999,0.008300000000000002,1.0353999999999999,0.7492716131876568,0.41469379945012874,-0.28273930272022735,-0.43206433440641967
-0.12369999999999998,0.025900000000000006,1.0882,0.7891018223952855,0.4131595861226765,-0.26036593950130915,-0.37259501853215704
-0.15789999999999998,0.04669999999999999,1.1358,0.8287592664351929,0.4007790989087237,-0.23645762107189136,-0.31084077212092753
-0.1961,0.0694,1.1758,0.8665070854609438,0.3769706353335943,-0.211088702857895,-0.25000034093564394
-0.2371,0.096,1.209,0.9018029787403088,0.3426181407794499,-0.18407732189186335,-0.18836065594772877
-0.2847,0.126,1.2367,0.93739888150818,0.28882329039882937,-0.15010528128114256,-0.12382587937065322
-0.06390000000000001,0.04630000000000001,1.0076,0.7042386719676071,0.45371019650941286,-0.3232547356718544,-0.44011512852253826
-0.029000000000000026,0.033,0.83,0.582401947802183,0.4010022845200467,-0.40098652697994913,-0.5824216206379065
-0.04570000000000002,0.03939999999999999,0.9541,0.6658833480921248,0.4445724619808666,-0.34677566417194655,-0.48857070268283437
-0.033299999999999996,0.03470000000000001,0.8939999999999999,0.6248617099393702,0.42689781267783483,-0.37269299068679823,-0.5370344827620074
-0.08710000000000001,0.062299999999999994,1.0595999999999999,0.740847004112652,0.46054180536164246,-0.3026229632517183,-0.3840134165941292
-0.11720000000000003,0.0809,1.1084,0.7788925882275872,0.4579129994386106,-0.28045887234492073,-0.3240136445773245
-0.1527,0.1012,1.1512,0.8172095554853559,0.4440375299268341,-0.2566514928513928,-0.2629243725048221
-0.33640000000000003,0.158,1.2564,0.9691831698076043,0.21275305658437815,-0.10803762918078373,-0.06122083760195056
-0.189,0.1279,1.186,0.8506847645441591,0.4253002107812546,-0.23507273300637127,-0.20048933208224387
-0.013600000000000001,0.0864,0.862,0.5762144715376503,0.45203021461888643,-0.4213598924569437,-0.5348844818190772
-0.059199999999999975,0.0975,1.03,0.6936872058096359,0.49607443347324326,-0.3410666524942392,-0.39545133140071015
-0.022299999999999986,0.0886,0.9239999999999999,0.6167723362658061,0.4758346000339265,-0.3920915247748774,-0.4893235686409192
-0.0383,0.0925,0.9806999999999999,0.6562667490016886,0.4904739731689124,-0.3653455185896369,-0.4418957884446569
-0.0847,0.1145,1.0784,0.7282691379690759,0.5018858081403601,-0.32079638048070924,-0.3388574634555843
-0.11630000000000001,0.1328,1.1225,0.7645737178963186,0.4978055626908094,-0.299001675021247,-0.27966882198553344
-0.2329,0.158,1.2168999999999999,0.8876556156353473,0.38951257529202543,-0.20725032419374295,-0.13188921427469003
-0.06030000000000002,0.1459,1.0479,0.6803090965401558,0.5336501325463856,-0.35688081753301665,-0.3536002704678094
-0.019699999999999995,0.1412,0.9506,0.6051604405738967,0.5204167539044205,-0.40843301463566195,-0.4428653474540747
-0.007300000000000029,0.1398,0.8921,0.5663007499159356,0.4998706601718196,-0.4380414046731405,-0.4873935899619733
-0.0029000000000000137,0.1393,0.83,0.5280178461557316,0.47030140475832866,-0.47032038293322065,-0.5280269692174383
-0.03810000000000002,0.1434,1.0029,0.6434640968369885,0.5314494689830299,-0.38154825148086896,-0.39741206548280056
-0.14739999999999998,0.15990000000000001,1.1572,0.7927240660002087,0.4933851728397021,-0.282981950539678,-0.21927344133477103
-0.08750000000000002,0.1628,1.0918999999999999,0.7129156831288833,0.5379340487501498,-0.3371975732734371,-0.2977851314667245
-0.06569999999999998,0.19,1.0613,0.6652509594243279,0.5659301620084515,-0.3709270940579361,-0.31555871657717566
-0.043399999999999994,0.19,1.0206,0.6287964041349311,0.5667312645785287,-0.3954514787927215,-0.35643917267445746
-0.023799999999999988,0.19,0.9729,0.5912965272573196,0.5592321611108477,-0.4221599922260397,-0.3992602507092771
-0.009000000000000008,0.19,0.9188,0.5538060310002753,0.5423805652748575,-0.45133619997563185,-0.4420608974241043
-0.0010000000000000009,0.19,0.8601,0.5174145265606166,0.5162017167632068,-0.48315283594866454,-0.48205946980588793
-0.3893,0.19,1.2671,0.9917761444262007,0.11423630353861687,-0.05732675659395399,-0.006617346851322319
-0.28300000000000003,0.19,1.2409999999999999,0.9262144486729208,0.33046878422909665,-0.1708830719466712,-0.06096026116847414
-0.1864,0.19,1.1896,0.8258752671385007,0.47596840493708764,-0.26192407609683604,-0.1509301129376557
-0.11359999999999998,0.19,1.125,0.7339779206133091,0.5445561887139106,-0.32596528513018863,-0.24182969684374409
-0.08750000000000002,0.2172,1.0918999999999999,0.5379340487501497,0.7129156831288833,-0.2977851314667244,-0.337197573273437
-0.14739999999999998,0.2201,1.1572,0.4933851728397021,0.7927240660002087,-0.21927344133477103,-0.282981950539678
-0.03810000000000002,0.2366,1.0029,0.5314494689830299,0.6434640968369885,-0.39741206548280056,-0.38154825148086896
-0.0029000000000000137,0.2407,0.83,0.47030140475832866,0.5280178461557316,-0.5280269692174383,-0.47032038293322065
-0.007300000000000029,0.2402,0.8921,0.4998706601718196,0.5663007499159356,-0.4873935899619733,-0.4380414046731405
-0.019699999999999995,0.2388,0.9506,0.5204167539044205,0.6051604405738967,-0.4428653474540747,-0.40843301463566195
-0.06030000000000002,0.2341,1.0479,0.5336501325463856,0.6803090965401558,-0.3536002704678094,-0.35688081753301665
-0.2329,0.222,1.2168999999999999,0.38951257529202543,0.8876556156353473,-0.13188921427469003,-0.20725032419374295
-0.11630000000000001,0.2472,1.1225,0.49780556269080944,0.7645737178963186,-0.2796688219855335,-0.2990016750212471
-0.0847,0.2655,1.0784,0.5018858081403601,0.7282691379690759,-0.3388574634555844,-0.32079638048070924
-0.0383,0.2875,0.9806999999999999,0.4904739731689124,0.6562667490016886,-0.4418957884446569,-0.3653455185896369
-0.022299999999999986,0.2914,0.9239999999999999,0.4758346000339265,0.6167723362658061,-0.4893235686409192,-0.3920915247748774
-0.059199999999999975,0.2825,1.03,0.49607443347324326,0.6936872058096358,-0.39545133140071015,-0.3410666524942392
-0.013600000000000001,0.29359999999999997,0.862,0.45203021461888643,0.5762144715376502,-0.5348844818190772,-0.4213598924569437
-0.189,0.2521,1.186,0.4253002107812545,0.8506847645441591,-0.20048933208224384,-0.23507273300637122
-0.33640000000000003,0.222,1.2564,0.21275305658437815,0.9691831698076043,-0.06122083760195056,-0.10803762918078373
-0.1527,0.2788,1.1512,0.4440375299268341,0.8172095554853559,-0.2629243725048221,-0.2566514928513928
-0.11720000000000003,0.29910000000000003,1.1084,0.4579129994386105,0.7788925882275872,-0.32401364457732446,-0.2804588723449207
-0.08710000000000001,0.3177,1.0595999999999999,0.46054180536164246,0.740847004112652,-0.3840134165941291,-0.3026229632517183
-0.033299999999999996,0.3453,0.8939999999999999,0.42689781267783483,0.6248617099393703,-0.5370344827620074,-0.37269299068679823
-0.04570000000000002,0.3406,0.9541,0.4445724619808666,0.6658833480921248,-0.48857070268283437,-0.34677566417194655
-0.029000000000000026,0.347,0.83,0.4010022845200467,0.582401947802183,-0.5824216206379065,-0.4009865269799492
-0.06390000000000001,0.3337,1.0076,0.45371019650941286,0.7042386719676071,-0.44011512852253826,-0.3232547356718544
-0.2847,0.254,1.2367,0.28882329039882937,0.93739888150818,-0.12382587937065322,-0.15010528128114256
-0.2371,0.28400000000000003,1.209,0.3426181407794499,0.9018029787403088,-0.1883606559477288,-0.18407732189186335
-0.1961,0.3106,1.1758,0.3769706353335943,0.8665070854609438,-0.25000034093564394,-0.211088702857895
-0.15789999999999998,0.33330000000000004,1.1358,0.40077909890872376,0.8287592664351929,-0.3108407721209276,-0.23645762107189136
-0.12369999999999998,0.35409999999999997,1.0882,0.4131595861226765,0.7891018223952855,-0.37259501853215704,-0.26036593950130915
-0.09589999999999999,0.37170000000000003,1.0353999999999999,0.41469379945012874,0.7492716131876568,-0.43206433440641967,-0.28273930272022735
-0.05309999999999998,0.3971,0.862,0.3758088270866267,0.6285897264796069,-0.583864156323615,-0.35035029357570113
-0.061,0.3929,0.9239999999999999,0.3955868877032596,0.6710601211490801,-0.5356799335215684,-0.32593916135217377
-0.0756,0.3851,0.9806999999999999,0.40776578608069974,0.7106322622803796,-0.48629471976963795,-0.3037207550241305
-0.08400000000000002,0.441,0.8921,0.3459449293624628,0.6714841532953612,-0.5809702605207063,-0.3031578699491654
-0.08040000000000003,0.4436,0.83,0.3254462472590753,0.6277544292149784,-0.6277648822902586,-0.32545409708445683
-0.0942,0.4339,0.9506,0.36014725832197353,0.7122680452089736,-0.5320399722699319,-0.28266880267260347
-0.11180000000000001,0.4242,1.0061,0.366264095382008,0.7523217355214792,-0.4810961285463195,-0.261551397996058
-0.13690000000000002,0.4093,1.0615999999999999,0.36492211604105285,0.7937230378422798,-0.4238886162468256,-0.2390690892585123
-0.1689,0.3896,1.1133,0.3537914786214813,0.8347261346181625,-0.3629587190855082,-0.21523205634861697
-0.2058,0.3661,1.1582,0.3320019137650627,0.8733554880728466,-0.30144230195458743,-0.19015114856790877
-0.2449,0.3407,1.1944,0.299895999119652,0.9078487370523027,-0.2428365102316486,-0.16402283268825377
-0.2894,0.3141,1.2243,0.251178204313817,0.94076458478339,-0.18527022596126544,-0.13246301018504641
-0.11280000000000001,0.48260000000000003,0.8601,0.29808893800350267,0.6673472728041807,-0.6228630648487217,-0.2789842378487063
-0.11880000000000002,0.4773,0.9188,0.3131495009585966,0.7091178814296718,-0.5754915409801554,-0.2605738024943455
-0.13419999999999999,0.4721,0.9732999999999999,0.317451364415613,0.7497109097232045,-0.528966758155305,-0.23948351057919987
-0.3386,0.28400000000000003,1.2477,0.18420547981697286,0.9699136538071541,-0.1280956590483509,-0.09448464159228832
-0.1567,0.4611,1.0295999999999998,0.31554909178100815,0.7919888066246558,-0.47546286419881795,-0.2170658094341227
-0.186,0.444,1.084,0.30527611000026517,0.8339622697346525,-0.41697280064008746,-0.19351256509202336
-0.2207,0.4216,1.1331,0.28522110984964144,0.8735425834609419,-0.35643751677714886,-0.1688921845742475
-0.14500000000000002,0.5164,0.83,0.2540143045427244,0.6599068114585707,-0.6599034289950477,-0.2540220417185022
-0.14750000000000002,0.5137,0.8872,0.2688456345896094,0.7019250005050688,-0.6151609127808443,-0.23790832228971748
-0.2583,0.3954,1.1741,0.25577116241572195,0.9086263801937707,-0.29727835888748283,-0.1435436903163642
-0.16160000000000002,0.5127999999999999,0.9390999999999999,0.27082603125517135,0.7420443403019403,-0.5735224534319986,-0.21701486868362718
-0.18180000000000002,0.5063,0.9941,0.2676763450097785,0.7840944382689681,-0.5249148262808974,-0.19496079438793049
-0.2963,0.36760000000000004,1.2061,0.21823517443647156,0.937931531806731,-0.2425166389790914,-0.11765853177584384
-0.3898,0.2521,1.2627,0.0990771226651742,0.9909001682386303,-0.07619449782500141,-0.04994976326510721
-0.2084,0.4931,1.0493,0.25757046080767176,0.826363701691649,-0.47036077606056576,-0.17187562535013917
-0.17809999999999998,0.5425,0.8572,0.2286198803207858,0.6918356436899818,-0.650178232355731,-0.21532454252350094
-0.2404,0.4733,1.1011,0.23911198741793427,0.8665389387719455,-0.41236239674935093,-0.14796276157252136
-0.1916,0.5453,0.9055,0.22818944729244278,0.7305487524546763,-0.6134324094121402,-0.19475311426034217
-0.2104,0.5428999999999999,0.9577,0.22343767097433645,0.7714989770033434,-0.5699832173676035,-0.1731590817474909
-0.3425,0.3407,1.2317,0.15927245152174843,0.9649538114279257,-0.1912163732976138,-0.08326299646228826
-0.27590000000000003,0.4482,1.1463,0.21206415327859876,0.9024509841940531,-0.3540981429311568,-0.12339173875961844
-0.2087,0.5643,0.83,0.19321443233541405,0.6802015406565547,-0.6801947128108025,-0.1932076600189109
-0.2346,0.5341,1.0117,0.213000986241132,0.813073815566743,-0.5204016975143602,-0.15074356876568715
-0.2221,0.5697,0.8741,0.1905208642289178,0.716806064788203,-0.6479949405333766,-0.17318609303134722
-0.3123,0.4196,1.1829,0.17787601787522458,0.9324295090519279,-0.2986595420862165,-0.09868034675093496
-0.2639,0.5182,1.0642,0.19560823724502904,0.8531649381786972,-0.46642875241249915,-0.1276370820230225
-0.24,0.5708,0.9225,0.18417886498966138,0.7557781860635724,-0.6096892961140331,-0.1521724067153796
-0.2494,0.5866,0.83,0.15708402829779525,0.689436433524003,-0.6894426951772619,-0.1570693549046208
-0.26239999999999997,0.5661,0.9737,0.17317282990869579,0.7957912332314314,-0.5654085029408985,-0.1305400662461272
-0.29669999999999996,0.4958,1.1120999999999999,0.1709409657748023,0.8895609388693425,-0.4106254844438573,-0.10415005416762341
-0.34750000000000003,0.39,1.2107999999999999,0.13811715626154322,0.9558767600286152,-0.2484723332470363,-0.07405923571166192
-0.2671,0.5919,0.8765999999999999,0.14960170902908765,0.7283916307490601,-0.6548030566568994,-0.13526979671413175
-0.2893,0.5544,1.0251,0.15643152787211248,0.8350142750479492,-0.5162694172009379,-0.1083800093040598
-0.3912,0.3106,1.2503,0.08572466283566535,0.985035617357594,-0.14294293408642844,-0.04385695285149079
-0.33089999999999997,0.4684,1.1528,0.13976957954137761,0.9204756595519228,-0.3559318595335913,-0.08063210388076815
-0.2893,0.5917,0.9275,0.13773576980894436,0.7692998903267972,-0.6135900011546791,-0.11275569582649181
-0.3194,0.5358,1.0739,0.1337256532344003,0.8713529025832149,-0.4641756792952605,-0.08603782643478959
-0.29710000000000003,0.6062000000000001,0.83,0.11638683190201554,0.6974607253308958,-0.6974623125226846,-0.11640001972174151
-0.3159,0.5843,0.9805999999999999,0.12056230276399815,0.8103218396003306,-0.5663733747670092,-0.08980227042790656
-0.3645,0.4384,1.1853,0.10366268765209763,0.9449661750276267,-0.3049680849478231,-0.05733622245716917
-0.3194,0.6103000000000001,0.8787999999999999,0.1034640362131239,0.7380826776842054,-0.6601929119910603,-0.0931368512983274
-0.3512,0.5112,1.1173,0.1053405645677952,0.9029925199706849,-0.4116388507994909,-0.06372857166141908
-0.39339999999999997,0.3629,1.2319,0.07413288490395614,0.9753025058468837,-0.20441982771909756,-0.0387539868903888
-0.346,0.569,1.0329,0.09745177629515209,0.8491457224070095,-0.514787255089864,-0.06669914101276586
-0.346,0.6077,0.9314,0.0854294695575078,0.7797096173568486,-0.6163858571412285,-0.06944921488852535
-0.3512,0.621,0.83,0.07171735847089576,0.7034555964186873,-0.7034655440707216,-0.07171521921091539
-0.39590000000000003,0.40790000000000004,1.2097,0.06454456985247904,0.9629692150116871,-0.2594680345399218,-0.03465008649806455
-0.38280000000000003,0.4825,1.1537,0.07251152958408244,0.9287528817960667,-0.3611292533605969,-0.041783070735595736
-0.3779,0.546,1.081,0.06890559052569044,0.8834481080574497,-0.4613517469859793,-0.043886507231764446
-0.376,0.5967,0.9853,0.06196416325438482,0.8201312175695556,-0.5669619742361431,-0.04581864478918466
-0.3779,0.6227,0.8802,0.05296259167923225,0.7444711690866626,-0.6638498729553876,-0.047549852349640334
